400000 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INTL HDQTRS-CENTER OWNED - UNITED STATES
400235 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400236 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: MERITRUST FEDERAL CREDIT UNION - UNITED STATES
400237 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: NEIGHBORHOOD CREDIT UNION - UNITED STATES
400238 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400239 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: LINEAGE BANK - UNITED STATES
400240 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400241 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: GRASSLANDS FEDERAL CREDIT UNION - UNITED STATES
400242 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: 
400243 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: NEIGHBORHOOD CREDIT UNION - UNITED STATES
400244 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: JSCB TRANSSTROIBANK - RUSSIAN FEDERATION
400245 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: MERITRUST FEDERAL CREDIT UNION - UNITED STATES
400246 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK GABORONE, LTD. - BOTSWANA
400247 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400248 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400249 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FAYETTE FEDERAL EMPLOYEES FEDERAL CREDIT UNION - UNITED STATES
400250 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400251 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: I-C FEDERAL CREDIT UNION - UNITED STATES
400252 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400253 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400254 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400255 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: FIRE FIGHTERS CREDIT UNION - UNITED STATES
400256 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: MBANK, S.A. - POLAND
400257 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL REWARDS  | BANK: WRIGHT-PATT CREDIT UNION, INC. - UNITED STATES
400258 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: THE BANK OF NOVA SCOTIA - DOMINICAN REPUBLIC
400259 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: MTB MAGYAR TAKAREKSZOVETKEZETI BANK ZRT - HUNGARY
400260 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: MBH BANK NYRT - HUNGARY
400261 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: FINANCIERA UENO S.A.E.C.A. - PARAGUAY
400262 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PACE RESOURCES FEDERAL CREDIT UNION - UNITED STATES
400263 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: OAKSTAR BANK - UNITED STATES
400264 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: WISCONSIN RIVER BANK - UNITED STATES
400265 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SOUTHTRUST BANK, N.A. - UNITED STATES
400266 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: COLUMBIA COMMUNITY CREDIT UNION - UNITED STATES
400267 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: THE BANK OF NOVA SCOTIA - DOMINICAN REPUBLIC
400268 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400269 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BRIGHTVIEW FEDERAL CREDIT UNION - UNITED STATES
400270 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400271 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: RHB BANK BERHAD - MALAYSIA
400272 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: COMMERZBANK AG - GERMANY
400273 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF PALESTINE PLC - PALESTINIAN TERRITORY, OCCUPIED
400274 - TYPE:  DEBIT  | LEVEL:  BUSINESS ENHANCED  | BANK: ARAB BANK PLC - JORDAN
400275 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANK OF AMERICA - COMMERCIAL CREDIT - UNITED STATES
400276 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO COMAFI, S.A. - ARGENTINA
400277 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: LANDKREDITT BANK AS - NORWAY
400278 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
400279 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: THE FIRST STATE BANK - UNITED STATES
400280 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: BAXTER CREDIT UNION - UNITED STATES
400281 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: COMMUNITY WEST BANK, NATIONAL ASSOCIATION - UNITED STATES
400282 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: MYZOI FINANCIAL INCLUSION TECHNOLOGIES L.L.C. - UNITED ARAB EMIRATES
400283 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SERVICE CREDIT UNION - UNITED STATES
400284 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: LOCAL BANK - UNITED STATES
400285 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PINAL COUNTY FEDERAL CREDIT UNION - UNITED STATES
400286 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400287 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: OLD WEST FEDERAL CREDIT UNION - UNITED STATES
400288 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: NORDEA BANK ABP - NORWAY
400289 - TYPE:  DEBIT  | LEVEL:  REWARDS  | BANK: BANK FREEDOM FINANCE KAZAKHSTAN JSC - KAZAKHSTAN
400290 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SANTANDER BANK POLSKA, S.A. - POLAND
400291 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST ABU DHABI BANK PJSC - UNITED ARAB EMIRATES
400292 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: BANK OF CHINA, LTD. - CHINA
400293 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANKINTER, S.A. - SPAIN
400294 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: THE NORTH SALEM STATE BANK - UNITED STATES
400295 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: GEORGIA HERITAGE FEDERAL CREDIT UNION - UNITED STATES
400296 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST GUARANTY BANK - UNITED STATES
400297 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COOSA VALLEY CREDIT UNION - UNITED STATES
400298 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: YAMPA VALLEY BANK - UNITED STATES
400299 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
400300 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: GLOBAL PAYMENTS, INC. - UNITED STATES
400301 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANK GABORONE, LTD. - BOTSWANA
400302 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: RAIFFEISENBANK AUSTRIA - AUSTRIA
400303 - TYPE:  DEBIT  | LEVEL:  REWARDS  | BANK: JSC HALYK BANK OF KAZAKHSTAN - KAZAKHSTAN
400304 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: JOHNSON BANK - UNITED STATES
400305 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: NICOLET NATIONAL BANK - UNITED STATES
400306 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: THE KARUR VYSYA BANK, LTD. - INDIA
400307 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK FREEDOM FINANCE KAZAKHSTAN JSC - KAZAKHSTAN
400308 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: THE BANK OF NOVA SCOTIA - DOMINICAN REPUBLIC
400309 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: THE BANK OF NOVA SCOTIA - DOMINICAN REPUBLIC
400310 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO DE CREDITO DEL PERU - PERU
400311 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400312 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400313 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: CASSA DI RISPARMIO DI ORVIETO S.P.A. - ITALY
400314 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: INNOVATIONS FINANCIAL CREDIT UNION - UNITED STATES
400315 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INNOVATIONS FINANCIAL CREDIT UNION - UNITED STATES
400316 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BANCA CARIGE S.P.A. - ITALY
400317 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CREDIT AGRICOLE CARIPARMA S.P.A. - ITALY
400318 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: CREDITO EMILIANO - ITALY
400319 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: NEXI PAYMENTS S.P.A. - ITALY
400320 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400321 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400322 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400323 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: CASSA DI RISPARMIO DI ORVIETO S.P.A. - ITALY
400324 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400325 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BIBANCA S.P.A. - ITALY
400326 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: THE CHIBA BANK, LTD - JAPAN
400327 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: GENOA COMMUNITY BANK - UNITED STATES
400328 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: HOUSTON TEXAS FIRE FIGHTERS FEDERAL CREDIT UNION - UNITED STATES
400329 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCA NAZIONALE DEL LAVORO S.P.A. - ITALY
400330 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BIBANCA S.P.A. - ITALY
400331 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400332 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400333 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400334 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400335 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: INTESA SANPAOLO S.P.A. - ITALY
400336 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CONTECNICA, S.A. - GUATEMALA
400337 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANK OF AMERICA - COMMERCIAL CREDIT - UNITED STATES
400338 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANK OF AMERICA - COMMERCIAL CREDIT - UNITED STATES
400339 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MAINE COMMUNITY BANK - UNITED STATES
400340 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST CITIZENS BANK, LTD. - TRINIDAD AND TOBAGO
400341 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: FIDELITY NATIONAL INFORMATION SERVICES, INC. - UNITED STATES
400342 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COPPER &amp; GLASS FEDERAL CREDIT UNION - UNITED STATES
400343 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: MUNICIPAL TRUST AND SAVINGS BANK - UNITED STATES
400344 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: CAPITAL ONE, NATIONAL ASSOCIATION - UNITED STATES
400345 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BANCO INDUSTRIAL, S.A. - GUATEMALA
400346 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO INDUSTRIAL, S.A. - GUATEMALA
400347 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO INDUSTRIAL, S.A. - GUATEMALA
400348 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: TIB, NATIONAL ASSOCIATION - UNITED STATES
400349 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: THE FIRST STATE BANK - UNITED STATES
400350 - TYPE:  CREDIT  | LEVEL:  B2B VIRTUAL  | BANK: SUNRATE SOLUTIONS, LTD. - HONG KONG
400351 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: NEW PEOPLES BANK, INC. - UNITED STATES
400352 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
400353 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: MEGA INTERNATIONAL COMMERCIAL BANK CO., LTD. - TAIWAN, PROVINCE OF CHINA
400354 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL REWARDS  | BANK: TRUE SKY FEDERAL CREDIT UNION - UNITED STATES
400355 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: TAISHIN INTERNATIONAL BANK - TAIWAN, PROVINCE OF CHINA
400356 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: BANK FREEDOM FINANCE KAZAKHSTAN JSC - KAZAKHSTAN
400357 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: UNION BANK OF TAIWAN - TAIWAN, PROVINCE OF CHINA
400358 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: CMB WING LUNG BANK, LTD. - HONG KONG
400359 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: TAIWAN SHIN KONG COMMERCIAL BANK - TAIWAN, PROVINCE OF CHINA
400360 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: CHINA CITIC BANK - CHINA
400361 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: CTBC BANK CO., LTD. - TAIWAN, PROVINCE OF CHINA
400362 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: ALTA BANKA AD BEOGRAD - SERBIA
400363 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO NACIONAL ULTRAMARINO, S.A. - MACAU
400364 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: TEXAS BANK AND TRUST COMPANY - UNITED STATES
400365 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: TEXAS BANK AND TRUST COMPANY - UNITED STATES
400366 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: WOODSBORO BANK - UNITED STATES
400367 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: FIRST NATIONAL BANK OF OMAHA - UNITED STATES
400368 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: NORTH VALLEY BANK - UNITED STATES
400369 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400370 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BANCO INDUSTRIAL, S.A. - GUATEMALA
400371 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: CAYUGA LAKE NATIONAL BANK - UNITED STATES
400372 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
400373 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: HARBOR BANK OF MARYLAND - UNITED STATES
400374 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: THE HARBOR BANK OF MARYLAND - UNITED STATES
400375 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: FIRST ARKANSAS BANK AND TRUST - UNITED STATES
400376 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PT BANK MANDIRI (PERSERO) TBK - INDONESIA
400377 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BANK FREEDOM FINANCE KAZAKHSTAN JSC - KAZAKHSTAN
400378 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT BANK MANDIRI (PERSERO) TBK - INDONESIA
400379 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: DIRECTCASH BANK - CANADA
400380 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: FARMERS STATE BANK OF CALHAN - UNITED STATES
400381 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: ROGUE CREDIT UNION - UNITED STATES
400382 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: THE MONTICELLO BANKING COMPANY - UNITED STATES
400383 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: GLOBAL FEDERAL CREDIT UNION - UNITED STATES
400384 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST HORIZON BANK - UNITED STATES
400385 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PT BANK MANDIRI (PERSERO) TBK - INDONESIA
400386 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: VALLEY NATIONAL BANK - UNITED STATES
400387 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: TRI COUNTIES BANK - UNITED STATES
400388 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: TEXAS BANK AND TRUST COMPANY - UNITED STATES
400389 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SHANGHAI COMMERCIAL BANK, LTD. - HONG KONG
400390 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANK OF AMERICA - COMMERCIAL CREDIT - UNITED STATES
400391 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST UNITED BANK - UNITED STATES
400392 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: VBT BANK &amp; TRUST, LTD. - CAYMAN ISLANDS
400393 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: EGYPTIAN NATIONAL POST ORGANISATION - EGYPT
400394 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
400395 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL REWARDS  | BANK: ACADEMIC FEDERAL CREDIT UNION - UNITED STATES
400396 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TAIWAN COOPERATIVE BANK - TAIWAN, PROVINCE OF CHINA
400397 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: FREEDOM BANK - UNITED STATES
400398 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CLEVELAND STATE BANK - UNITED STATES
400399 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: NATIONAL COMMERCIAL BANK - SAUDI ARABIA
400400 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400401 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: CENTRAL VERMONT MEDICAL CENTER, INC. CREDIT UNION - UNITED STATES
400402 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: PINAL COUNTY FEDERAL CREDIT UNION - UNITED STATES
400403 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PRECISION FEDERAL CREDIT UNION - UNITED STATES
400404 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: STEARNS BANK NATIONAL ASSOCIATION - UNITED STATES
400405 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: TOWNEBANK - UNITED STATES
400406 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: THIRD COAST BANK, SSB - UNITED STATES
400407 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ELECTRUS FEDERAL CREDIT UNION - UNITED STATES
400408 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: OPUS BANK - UNITED STATES
400409 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: NEBRASKA BANK OF COMMERCE - UNITED STATES
400410 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: NEBRASKA BANK OF COMMERCE - UNITED STATES
400411 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: THE BANCORP BANK, NATIONAL ASSOCIATION - UNITED STATES
400412 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: SUTTON BANK - UNITED STATES
400413 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PACIFIC WESTERN BANK - UNITED STATES
400414 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MISSISSIPPI HIGHWAY SAFETY PATROL FEDERAL CREDIT UNION - UNITED STATES
400415 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400416 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400417 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400418 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400419 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400420 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: EVOLVE BANK &amp; TRUST - UNITED STATES
400421 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: GREEN DOT BANK DBA BONNEVILLE BANK - UNITED STATES
400422 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: JEFFERSON CREDIT UNION - UNITED STATES
400423 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: POWER FINANCIAL CREDIT UNION - UNITED STATES
400424 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: EVERGREEN DIRECT CREDIT UNION - UNITED STATES
400425 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
400426 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: U.S. BANK NATIONAL ASSOCIATION-CREDIT - UNITED STATES
400427 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: U.S. BANK NATIONAL ASSOCIATION-CREDIT - UNITED STATES
400428 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: U.S. BANK NATIONAL ASSOCIATION-CREDIT - UNITED STATES
400429 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: U.S. BANK, N.A. - UNITED STATES
400430 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: AURGROUP FINANCIAL CREDIT UNION - UNITED STATES
400431 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: COASTAL COMMUNITY BANK - UNITED STATES
400432 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400433 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400434 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400435 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400436 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400437 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO LOSANGO, S.A. - BRAZIL
400438 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: BANCO DE ORO UNIBANK, INC. - PHILIPPINES
400439 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: ITAU UNIBANCO HOLDING, S.A. - BRAZIL
400440 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: CAJA POPULAR DE AHORROS DE LA PROVINCIA DE TUCUMAN - ARGENTINA
400441 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO POPULAR DOMINICANO - BANCO MULTIPLE, S.A. - DOMINICAN REPUBLIC
400442 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: POWER FINANCIAL CREDIT UNION - UNITED STATES
400443 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BANCO INBURSA S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO INBURSA - MEXICO
400444 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO DO BRASIL, S.A. - BRAZIL
400445 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
400446 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BANCO DE OCCIDENTE, S.A. - HONDURAS
400447 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: YELO BANK OPEN JOINT-STOCK COMPANY - AZERBAIJAN
400448 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO SANTANDER RIO, S.A. - ARGENTINA
400449 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO SANTANDER RIO, S.A. - ARGENTINA
400450 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400451 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400452 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400453 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400454 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400455 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400456 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
400457 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
